918 864
1.571946 0.249728 3.872983 
1.582031 0.238517 3.872983 
1.596215 0.233395 3.872983 
1.611276 0.230900 3.872983 
1.626501 0.229799 3.872983 
1.657035 0.229881 3.872983 
1.687514 0.231693 3.872983 
1.748267 0.237917 3.872983 
1.808833 0.245759 3.872983 
1.869335 0.254098 3.872983 
1.929856 0.262295 3.872983 
1.990436 0.270045 3.872983 
2.051007 0.277859 3.872983 
2.111578 0.285677 3.872983 
2.172168 0.293348 3.872983 
2.232789 0.300770 3.872983 
2.293447 0.307876 3.872983 
2.354146 0.314633 3.872983 
2.414883 0.321036 3.872983 
2.475654 0.327109 3.872983 
2.536452 0.332898 3.872983 
2.509803 0.323228 3.761156 
2.483153 0.313557 3.649330 
2.456503 0.303887 3.537503 
2.429853 0.294217 3.425676 
2.403204 0.284547 3.313849 
2.376554 0.274877 3.202022 
2.349904 0.265207 3.090195 
2.323255 0.255537 2.978368 
2.296605 0.245866 2.866541 
2.269955 0.236196 2.754714 
2.243306 0.226526 2.642887 
2.216656 0.216856 2.531060 
2.190006 0.207186 2.419233 
2.163357 0.197516 2.307407 
2.136707 0.187846 2.195580 
2.110057 0.178175 2.083753 
2.083408 0.168505 1.971926 
2.056758 0.158835 1.860099 
2.030108 0.149165 1.748272 
2.003459 0.139495 1.636445 
1.976809 0.129825 1.524618 
1.950159 0.120155 1.412791 
1.923510 0.110484 1.300964 
1.896860 0.100814 1.189137 
1.870210 0.091144 1.077311 
1.843561 0.081474 0.965484 
1.816911 0.071804 0.853657 
1.790261 0.062134 0.741830 
1.763611 0.052464 0.630003 
1.736962 0.042793 0.518176 
1.710312 0.033123 0.406349 
1.683662 0.023453 0.294522 
1.622642 0.023473 0.302852 
1.561664 0.023328 0.311489 
1.502748 0.023005 0.320100 
1.443867 0.022480 0.328938 
1.332658 0.020883 0.346144 
1.221536 0.018466 0.363817 
1.117747 0.015508 0.380549 
1.013979 0.011999 0.397296 
0.912206 0.008239 0.413551 
0.810379 0.004493 0.429473 
